Provider Number	Hospital Name
180036	OUR LADY OF BELLEFONTE HOSPITAL
180038	OWENSBORO MEDICAL HEALTH SYSTEM
180040	JEWISH HOSPITAL & ST MARY'S HEALTHCARE
180043	MEMORIAL HOSPITAL
180044	PIKEVILLE MEDICAL CENTER
180045	ST ELIZABETH FLORENCE
180046	BOURBON COMMUNITY HOSPITAL
180048	EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER
180049	BAPTIST HEALTH RICHMOND
180050	HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL
180051	JENNIE STUART MEDICAL CENTER
180053	FLEMING COUNTY HOSPITAL
180056	METHODIST HOSPITAL
180064	SAINT JOSEPH MOUNT STERLING
180066	LOGAN MEMORIAL HOSPITAL
180067	UNIVERSITY OF KENTUCKY HOSPITAL
180069	WILLIAMSON ARH HOSPITAL
18006F	LOUISVILLE VA MEDICAL CENTER
180070	TWIN LAKES REGIONAL MEDICAL CENTER
180078	PAUL B HALL REGIONAL MEDICAL CENTER
180079	HARRISON MEMORIAL HOSPITAL
18007F	LEXINGTON VA MEDICAL CENTER
180080	BAPTIST HEALTH CORBIN
180087	TAYLOR REGIONAL HOSPITAL
180088	NORTON HOSPITALS, INC
180092	CLARK REGIONAL MEDICAL CENTER
180093	BAPTIST HEALTH MADISONVILLE
180095	CRITTENDEN HEALTH SYSTEM
180101	GEORGETOWN COMMUNITY HOSPITAL
180102	LOURDES HOSPITAL
180103	BAPTIST HEALTH LEXINGTON
180104	BAPTIST HEALTH PADUCAH
180105	MONROE COUNTY MEDICAL CENTER
180106	CLINTON COUNTY HOSPITAL, INC
180115	ROCKCASTLE COUNTY HOSPITAL, INC
180116	JACKSON PURCHASE MEDICAL CENTER
180117	PARKWAY REGIONAL HOSPITAL
180124	GREENVIEW REGIONAL HOSPITAL
180127	FRANKFORT REGIONAL MEDICAL CENTER
180128	THREE RIVERS MEDICAL CENTER
180130	BAPTIST HEALTH LOUISVILLE
180132	LAKE CUMBERLAND REGIONAL HOSPITAL
180138	BAPTIST HEALTH LAGRANGE
180139	KENTUCKY RIVER MEDICAL CENTER
180141	UNIVERSITY OF LOUISVILLE HOSPITAL
180143	SAINT JOSEPH EAST
180149	WESTLAKE REGIONAL HOSPITAL
181301	MARCUM AND WALLACE MEMORIAL HOSPITAL
181302	THE JAMES B HAGGIN MEMORIAL HOSPITAL
181303	NICHOLAS COUNTY HOSPITAL
181304	TRIGG COUNTY HOSPITAL
181305	SAINT JOSEPH MARTIN
181306	METHODIST HOSPITAL UNION COUNTY
181307	MORGAN COUNTY ARH HOSPITAL
181308	BLUEGRASS COMMUNITY HOSPITAL
181309	CASEY COUNTY HOSPITAL
181310	CARROLL COUNTY MEMORIAL HOSPITAL
181311	ST ELIZABETH GRANT
181312	NEW HORIZONS MEDICAL CENTER
181314	CAVERNA MEMORIAL HOSPITAL
181315	EPHRAIM MCDOWELL FORT LOGAN HOSPITAL
181316	MARY BRECKINRIDGE ARH HOSPITAL
181317	CUMBERLAND COUNTY HOSPITAL
181318	THE MEDICAL CENTER AT FRANKLIN
181319	BRECKINRIDGE MEMORIAL HOSPITAL
181320	LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES, INC
181321	WAYNE COUNTY HOSPITAL
181322	CALDWELL MEDICAL CENTER
181323	OHIO COUNTY HOSPITAL
181324	THE MEDICAL CENTER AT SCOTTSVILLE
181325	JANE TODD CRAWFORD HOSPITAL
181327	MARSHALL COUNTY HOSPITAL
181328	KNOX COUNTY HOSPITAL
181329	SAINT JOSEPH BEREA
181330	RUSSELL COUNTY HOSPITAL
181331	MCDOWELL ARH HOSPITAL
190001	WASHINGTON ST TAMMANY  REGIONAL MEDICAL CENTER
190002	LAFAYETTE GENERAL MEDICAL CENTER
190003	DAUTERIVE HOSPITAL
190004	THIBODAUX REGIONAL MEDICAL CENTER
190005	CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT
190006	UNIVERSITY MEDICAL CENTER
190007	NATCHITOCHES REGIONAL MEDICAL CENTER
190008	TERREBONNE GENERAL MEDICAL CENTER
190009	HUEY P LONG MEDICAL CENTER
190011	E A CONWAY MEDICAL CENTER
190013	WEST CALCASIEU CAMERON HOSPITAL
190014	TECHE REGIONAL MEDICAL CENTER
190015	NORTH OAKS MEDICAL CENTER, L L C
190017	OPELOUSAS GENERAL HEALTH SYSTEM
190019	CHRISTUS ST FRANCES CABRINI HOSPITAL
190020	LANE REGIONAL MEDICAL CENTER
190025	SAVOY MEDICAL CENTER
190026	RAPIDES REGIONAL MEDICAL CENTER
190027	CHRISTUS ST PATRICK HOSPITAL
190034	ABBEVILLE GENERAL HOSPITAL
190036	OCHSNER MEDICAL CENTER
190039	WEST JEFFERSON MEDICAL CENTER
190040	SLIDELL MEMORIAL HOSPITAL
190041	CHRISTUS HEALTH SHREVEPORT - BOSSIER
190044	AMERICAN LEGION HOSPITAL
190045	ST TAMMANY PARISH HOSPITAL
190046	TOURO INFIRMARY
190050	BEAUREGARD MEMORIAL HOSPITAL
190053	JENNINGS AMERICAN LEGION HOSPITAL
190054	IBERIA GENERAL HOSPITAL AND MEDICAL CENTER
190060	LAKE CHARLES MEMORIAL HOSPITAL
190064	OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER
190065	BATON ROUGE GENERAL MEDICAL CENTER
190079	ST CHARLES PARISH HOSPITAL
190081	WEST CARROLL MEMORIAL HOSPITAL
190086	NORTHERN LOUISIANA MEDICAL CENTER
190088	SPRINGHILL MEDICAL CENTER
190090	WINN PARISH MEDICAL CENTER
190098	LSU HEALTH SCIENCES CENTER - SHREVEPORT
190099	AVOYELLES HOSPITAL
190102	OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC
190106	OAKDALE COMMUNITY HOSPITAL
190111	WILLIS KNIGHTON MEDICAL CENTER
190114	HOMER MEMORIAL HOSPITAL
190116	MOREHOUSE GENERAL HOSPITAL
190118	DESOTO REGIONAL HEALTH SYSTEM
190125	ST FRANCIS MEDICAL CENTER
190128	WOMAN'S HOSPITAL
190133	ALLEN PARISH HOSPITAL
190140	FRANKLIN MEDICAL CENTER
190144	MINDEN MEDICAL CENTER
190145	LASALLE GENERAL HOSPITAL
190146	EAST JEFFERSON GENERAL HOSPITAL
190151	RICHARDSON MEDICAL CENTER
190160	GLENWOOD REGIONAL MEDICAL CENTER
190161	W O MOSS REGIONAL MEDICAL CENTER
190164	BYRD REGIONAL HOSPITAL
190167	MERCY REGIONAL MEDICAL CENTER
190175	RIVER PARISHES HOSPITAL
190176	TULANE MEDICAL CENTER
190177	LAKEVIEW REGIONAL MEDICAL CENTER
190183	LEONARD J CHABERT MEDICAL CENTER
190184	CITIZENS MEDICAL CENTER
190190	CALDWELL MEMORIAL HOSPITAL
190199	VILLA FELICIANA MEDICAL COMPLEX
190201	WOMEN AND CHILDREN'S HOSPITAL AT LAKE CHARLES
190202	OCHSNER MEDICAL CENTER - BATON ROUGE
190204	OCHSNER MEDICAL CENTER - NORTHSHORE, LLC
190205	THE REGIONAL MEDICAL CENTER OF ACADIANA
190208	EAST CARROLL PARISH HOSPITAL
190218	SABINE MEDICAL CENTER
190236	WILLIS KNIGHTON BOSSIER HEALTH CENTER
190241	PHYSICIANS MEDICAL CENTER
190242	ST ELIZABETH HOSPITAL
190245	MONROE SURGICAL HOSPITAL
190246	P & S SURGICAL HOSPITAL
190250	LOUISIANA  HEART HOSPITAL
190251	SURGICAL SPECIALTY CENTER OF BATON ROUGE
190255	PARK PLACE SURGICAL HOSPITAL
190256	CYPRESS POINTE HOSPITAL EAST
190257	GREEN CLINIC SURGICAL HOSPITAL
190259	LAFAYETTE SURGICAL SPECIALTY HOSPITAL
190261	OUACHITA COMMUNITY HOSPITAL
190263	HEART HOSPITAL OF LAFAYETTE
190266	THE NEUROMEDICAL CENTER HOSPITAL
190267	FAIRWAY MEDICAL CENTER
190268	LAFAYETTE GENERAL SURGICAL HOSPITAL
190270	SOUTHERN SURGICAL HOSPITAL
190274	OCHSNER MEDICAL CENTER-KENNER LLC
190278	SPECIALISTS HOSPITAL SHREVEPORT
190297	DOCTORS HOSPITAL AT DEER CREEK LLC
190298	CENTRAL LOUISIANA SURGICAL HOSPITAL
190303	CYPRESS POINTE SURGICAL HOSPITAL
190304	IBERIA REHABILITATION HOSPITAL
190307	SOUTH CAMERON MEMORIAL HOSPITAL
190308	ST BERNARD PARISH HOSPITAL
19043F	ALEXANDRIA VA MEDICAL CENTER
19048F	OVERTON BROOKS VA MEDICAL CENTER - SHREVEPORT
191301	UNION GENERAL HOSPITAL
191302	ST MARTIN HOSPITAL
191303	ASSUMPTION COMMUNITY HOSPITAL
191304	NORTH CADDO MEDICAL CENTER
191305	ST JAMES PARISH HOSPITAL
191306	WEST FELICIANA PARISH HOSPITAL
191309	HOOD MEMORIAL HOSPITAL
191310	FRANKLIN FOUNDATION HOSPITAL
191312	CHRISTUS COUSHATTA HEALTH CARE CENTER
191315	HARDTNER MEDICAL CENTER
191316	POINTE COUPEE GENERAL HOSPITAL
191317	JACKSON PARISH HOSPITAL
191318	RIVERLAND MEDICAL CENTER
191320	BIENVILLE MEDICAL CENTER
191321	LALLIE KEMP MEDICAL CENTER
191322	ABROM KAPLAN MEMORIAL HOSPITAL
191323	RICHLAND PARISH HOSPITAL-DELHI
191324	OCHSNER ST ANNE GENERAL HOSPITAL
191325	LADY OF THE SEA GENERAL HOSPITAL
191326	REEVES MEMORIAL MEDICAL CENTER
200001	ST JOSEPH HOSPITAL
200002	MILES MEMORIAL HOSPITAL INC (LINCOLN COUNTY HC)
200008	MERCY HOSPITAL
200009	MAINE MEDICAL CENTER
200018	AROOSTOOK MEDICAL CENTER,THE
200019	SOUTHERN MAINE MEDICAL CENTER
200020	YORK HOSPITAL
200021	MID COAST HOSPITAL
200024	CENTRAL MAINE MEDICAL CENTER
200025	PARKVIEW ADVENTIST MEDICAL CENTER
200031	CARY MEDICAL CENTER
200033	EASTERN MAINE MEDICAL CENTER
200034	ST MARYS REGIONAL MEDICAL CENTER
200037	FRANKLIN MEMORIAL HOSPITAL
200039	MAINE GENERAL MEDICAL CENTER
20003F	TOGUS VA MEDICAL CENTER
200040	HENRIETTA D GOODALL HOSPITAL
200041	INLAND HOSPITAL
200050	MAINE COAST MEMORIAL HOSPITAL
200052	NORTHERN MAINE MEDICAL CENTER
200063	PENOBSCOT BAY MEDICAL CENTER
201300	BLUE HILL MEMORIAL HOSPITAL
201301	CHARLES A DEAN MEMORIAL HOSPITAL
201302	ST ANDREWS HOSPITAL (LINCOLN COUNTY HEALTHCARE)
201303	PENOBSCOT VALLEY HOSPITAL
201304	MOUNT DESERT ISLAND HOSPITAL
201305	CALAIS REGIONAL HOSPITAL
201306	RUMFORD  HOSPITAL
201307	MILLINOCKET REGIONAL HOSPITAL
201308	HOULTON REGIONAL HOSPITAL
201309	MAYO REGIONAL HOSPITAL
201310	BRIDGTON HOSPITAL
201311	DOWN EAST COMMUNITY HOSPITAL
201312	WALDO COUNTY GENERAL HOSPITAL
201313	SEBASTICOOK VALLEY HOSPITAL
201314	REDINGTON FAIRVIEW GENERAL HOSPITAL
201315	STEPHENS MEMORIAL HOSPITAL
210001	MERITUS MEDICAL CENTER
210002	UNIVERSITY OF MARYLAND MEDICAL CENTER
210003	PRINCE GEORGES HOSPITAL CENTER
210004	HOLY CROSS HOSPITAL
210005	FREDERICK MEMORIAL HOSPITAL
210006	HARFORD MEMORIAL HOSPITAL
210008	MERCY MEDICAL CENTER INC
210009	JOHNS HOPKINS HOSPITAL, THE
210011	SAINT AGNES HOSPITAL
210012	SINAI HOSPITAL OF BALTIMORE
210013	BON SECOURS HOSPITAL
210015	MEDSTAR FRANKLIN SQUARE MEDICAL CENTER
210016	WASHINGTON ADVENTIST HOSPITAL
210017	GARRETT COUNTY MEMORIAL HOSPITAL
210018	MEDSTAR MONTGOMERY MEDICAL CENTER
210019	PENINSULA REGIONAL MEDICAL CENTER
210022	SUBURBAN HOSPITAL
210023	ANNE ARUNDEL MEDICAL CENTER
210024	MEDSTAR UNION MEMORIAL HOSPITAL
210027	WESTERN MARYLAND REGIONAL MEDICAL CENTER
210028	MEDSTAR SAINT MARY'S HOSPITAL
210029	JOHNS HOPKINS BAYVIEW MEDICAL CENTER
210030	UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN
210032	UNION HOSPITAL OF CECIL COUNTY
210033	CARROLL HOSPITAL CENTER
210034	MEDSTAR HARBOR HOSPITAL
210035	UNIVERSITY OF MD CHARLES REGIONAL  MEDICAL CENTER
210037	UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON
210038	UNIVERSITY OF MD MEDICAL CENTER MIDTOWN CAMPUS
210039	CALVERT MEMORIAL HOSPITAL
210040	NORTHWEST HOSPITAL CENTER
210043	UNIVERITY OF MD BALTO WASHINGTON  MEDICAL CENTER
210044	GREATER BALTIMORE MEDICAL CENTER
210045	EDWARD MCCREADY MEMORIAL HOSPITAL
210048	HOWARD COUNTY GENERAL HOSPITAL
210049	UPPER CHESAPEAKE MEDICAL CENTER
210051	DOCTORS'  COMMUNITY HOSPITAL
210055	LAUREL REGIONAL MEDICAL CENTER
210056	MEDSTAR GOOD SAMARITAN HOSPITAL
210057	SHADY GROVE ADVENTIST HOSPITAL
210060	FORT WASHINGTON HOSPITAL
210061	ATLANTIC GENERAL HOSPITAL
21020F	VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE
220001	HEALTHALLIANCE HOSPITALS, INC
220002	MOUNT AUBURN HOSPITAL
220008	STURDY MEMORIAL HOSPITAL
220010	LAWRENCE GENERAL HOSPITAL
220011	CAMBRIDGE HEALTH ALLIANCE
220012	CAPE COD HOSPITAL
220015	COOLEY DICKINSON HOSPITAL INC,THE
220016	BAYSTATE FRANKLIN MEDICAL CENTER
220017	CARNEY HOSPITAL
220019	HARRINGTON MEMORIAL HOSPITAL
22001F	BEDFORD VA MEDICAL CENTER
220020	SAINT ANNE'S HOSPITAL
220024	HOLYOKE MEDICAL CENTER
220029	ANNA JAQUES HOSPITAL
220030	WING MEMORIAL HOSPITAL AND MEDICAL CENTER
220031	BOSTON MEDICAL CENTER CORPORATION
220033	BEVERLY HOSPITAL CORPORATION
220035	NORTH SHORE MEDICAL CENTER
220036	ST ELIZABETH'S MEDICAL CENTER
220046	BERKSHIRE MEDICAL CENTER INC
220049	MARLBOROUGH HOSPITAL
220050	BAYSTATE MARY LANE HOSPITAL
220051	NORTH ADAMS REGIONAL HOSPITAL
220052	SIGNATURE HEALTHCARE BROCKTON HOSPITAL
220058	CLINTON HOSPITAL ASSOCIATION
220060	JORDAN HOSPITAL INC
220062	ADCARE HOSPITAL OF WORCESTER INC
220063	LOWELL GENERAL HOSPITAL
220065	NOBLE HOSPITAL
220066	MERCY MEDICAL CENTER
220067	QUINCY MEDICAL CENTER
220070	HALLMARK HEALTH SYSTEM
220071	MASSACHUSETTS GENERAL HOSPITAL
220073	MORTON HOSPITAL
220074	SOUTHCOAST HOSPITAL GROUP, INC
220075	MASSACHUSETTS EYE AND EAR INFIRMARY
220077	BAYSTATE MEDICAL CENTER
220080	HOLY FAMILY HOSPITAL
220082	SAINTS  MEDICAL CENTER INC
220083	BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM
220084	EMERSON HOSPITAL
220086	BETH ISRAEL DEACONESS MEDICAL CENTER
220088	NEW ENGLAND BAPTIST HOSPITAL
220090	MILFORD REGIONAL MEDICAL CENTER
220095	HEYWOOD HOSPITAL
220098	NASHOBA VALLEY MEDICAL CENTER
22009F	NORTHAMPTON VA MEDICAL CENTER
220100	SOUTH SHORE HOSPITAL
220101	NEWTON-WELLESLEY HOSPITAL
220105	WINCHESTER HOSPITAL
220108	BETH ISRAEL DEACONESS HOSPITAL-MILTON INC
22010F	VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN
220110	BRIGHAM AND WOMEN'S HOSPITAL
220111	GOOD SAMARITAN MEDICAL CENTER
220116	TUFTS MEDICAL CENTER
220119	BRIGHAM AND WOMEN'S FAULKNER HOSPITAL
220126	NORWOOD HOSPITAL
220135	FALMOUTH HOSPITAL
220162	DANA-FARBER CANCER INSTITUTE
220163	UMASS MEMORIAL MEDICAL CENTER INC
220171	LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON
220174	MERRIMACK VALLEY HOSPITAL
220175	METROWEST MEDICAL CENTER
220176	ST VINCENT HOSPITAL
220177	NANTUCKET COTTAGE HOSPITAL
221300	MARTHA'S VINEYARD HOSPITAL INC
221302	FAIRVIEW HOSPITAL
221303	ATHOL MEMORIAL HOSPITAL
223302	BOSTON CHILDREN'S HOSPITAL
230002	ST MARY MERCY HOSPITAL
230003	SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL
230004	MERCY HEALTH PARTNERS, MERCY CAMPUS
230005	EMMA L BIXBY MEDICAL CENTER
230013	DOCTORS' HOSPITAL OF MICHIGAN
230015	THREE RIVERS HEALTH
230017	BRONSON METHODIST HOSPITAL
230019	PROVIDENCE HOSPITAL AND MEDICAL CENTERS
230020	OAKWOOD HOSPITAL AND MEDICAL CENTER
230021	LAKELAND HOSPITAL, ST JOSEPH
230022	COMMUNITY HEALTH CENTER OF BRANCH COUNTY
230024	SINAI-GRACE HOSPITAL
230029	ST JOSEPH MERCY OAKLAND
230030	MIDMICHIGAN MEDICAL CENTER-GRATIOT
230031	ST JOSEPH MERCY PORT HURON
230035	SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS
230036	ALPENA REGIONAL MEDICAL CENTER
230037	HILLSDALE COMMUNITY HEALTH CENTER
230038	SPECTRUM HEALTH - BUTTERWORTH CAMPUS
230040	PENNOCK HOSPITAL
230041	MCLAREN BAY REGION
230046	UNIVERSITY OF MICHIGAN HEALTH SYSTEM
230047	HENRY FORD MACOMB HOSPITAL
230053	HENRY FORD HOSPITAL
230054	MARQUETTE GENERAL HOSPITAL
230055	DICKINSON COUNTY MEMORIAL HOSPITAL
230058	MERCY HOSPITAL - GRAYLING
230059	SAINT MARY'S HEALTH CARE
23005F	IRON MOUNTAIN MI VA MEDICAL CENTER
230066	MERCY HEALTH PARTNERS, HACKLEY CAMPUS
230069	SAINT JOSEPH MERCY LIVINGSTON HOSPITAL
230070	COVENANT MEDICAL CENTER, INC
230071	STRAITH HOSPITAL FOR SPECIAL SURGERY
230072	HOLLAND COMMUNITY HOSPITAL
230075	BRONSON BATTLE CREEK HOSPITAL
230077	ST MARY'S OF MICHIGAN MEDICAL CENTER
230078	LAKELAND COMMUNITY HOSPITAL, WATERVLIET
230080	MCLAREN CENTRAL MICHIGAN
230081	MERCY HOSPITAL - CADILLAC
230085	SOUTH HAVEN COMMUNITY HOSPITAL
230089	BEAUMONT HEALTH SYSTEM
230092	ALLEGIANCE HEALTH
230093	SPECTRUM HEALTH BIG RAPIDS HOSPITAL
230095	WEST BRANCH REGIONAL MEDICAL CENTER
230096	STURGIS HOSPITAL
230097	MUNSON MEDICAL CENTER
230099	MERCY MEMORIAL HOSPITAL SYSTEM
23009F	SAGINAW VA MEDICAL CENTER
230100	TAWAS ST JOSEPH HOSPITAL
230104	HARPER UNIVERSITY HOSPITAL
230105	MCLAREN - NORTHERN MICHIGAN
230106	SPECTRUM HEALTH GERBER MEMORIAL
230108	PORTAGE HEALTH HOSPITAL
230110	MEMORIAL MEDICAL CENTER OF WEST MICHIGAN
230117	BORGESS MEDICAL CENTER
230118	HURON MEDICAL CENTER
23011F	VA ANN ARBOR HEALTHCARE SYSTEM
230121	MEMORIAL HEALTHCARE
23012F	BATTLE CREEK VA MEDICAL CENTER
230130	BEAUMONT HEALTH SYSTEM
230132	HURLEY MEDICAL CENTER
230133	OTSEGO MEMORIAL HOSPITAL
230141	MCLAREN FLINT
230142	OAKWOOD ANNAPOLIS HOSPITAL
230146	HENRY FORD WYANDOTTE HOSPITAL
230151	BOTSFORD HOSPITAL
230156	ST JOSEPH MERCY HOSPITAL
230165	ST JOHN HOSPITAL AND MEDICAL CENTER
230167	MCLAREN - GREATER LANSING
230174	NORTH OTTAWA COMMUNITY HOSPITAL
230176	OAKWOOD SOUTHSHORE MEDICAL CENTER
230180	MIDMICHIGAN MEDICAL CENTER-CLARE
230193	MCLAREN LAPEER REGION
230195	ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER
230197	GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK
230207	MCLAREN OAKLAND
230208	CARSON CITY HOSPITAL
230216	PORT HURON HOSPITAL
230217	OAKLAWN HOSPITAL
230222	MIDMICHIGAN MEDICAL CENTER-MIDLAND
230227	MCLAREN MACOMB
230230	EDWARD W SPARROW HOSPITAL
230236	METRO HEALTH HOSPITAL
230239	CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL
230241	ST JOHN RIVER DISTRICT HOSPITAL
230244	GARDEN CITY HOSPITAL
230254	CRITTENTON HOSPITAL MEDICAL CENTER
230259	CHELSEA COMMUNITY HOSPITAL
230264	SOUTHEAST MICHIGAN SURGICAL HOSPITAL
230269	WILLIAM BEAUMONT HOSPITAL-TROY
230270	OAKWOOD HERITAGE HOSPITAL
230273	DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER
230275	HEALTHSOURCE SAGINAW
230277	HURON VALLEY-SINAI HOSPITAL
230279	BRIGHTON HOSPITAL
230297	KARMANOS CANCER CENTER
230301	OAKLAND REGIONAL HOSPITAL
230302	HENRY FORD WEST BLOOMFIELD HOSPITAL
23037F	DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER
231300	PAUL OLIVER MEMORIAL HOSPITAL
231301	KALKASKA MEMORIAL HEALTH CENTER
231303	SCHOOLCRAFT MEMORIAL HOSPITAL
231304	HELEN NEWBERRY JOY HOSPITAL
231305	SAINT MARY'S STANDISH COMMUNITY HOSPITAL
231306	MACKINAC STRAITS HOSPITAL AND HEALTH CENTER
231307	BARAGA COUNTY MEMORIAL HOSPITAL
231308	MUNISING MEMORIAL HOSPITAL
231309	ASPIRUS ONTONAGON HOSPITAL, INC
231310	SCHEURER HOSPITAL
231311	DECKERVILLE COMMUNITY HOSPITAL
231312	SHERIDAN COMMUNITY HOSPITAL
231313	HARBOR BEACH COMMUNITY HOSPITAL
231314	MCKENZIE MEMORIAL HOSPITAL
231315	BORGESS-LEE MEMORIAL HOSPITAL
231316	HILLS & DALES GENERAL HOSPITAL
231317	SPECTRUM HEALTH UNITED MEMORIAL - KELSEY CAMPUS
231318	NORTHSTAR HEALTH SYSTEM
231319	ASPIRUS KEWEENAW HOSPITAL
231320	MERCY HEALTH PARTNERS, LAKESHORE CAMPUS
231321	BELL MEMORIAL HOSPITAL
231322	CHARLEVOIX AREA HOSPITAL
231323	SPECTRUM HEALTH - REED CITY CAMPUS
231324	EATON RAPIDS MEDICAL CENTER
231325	MIDMICHIGAN MEDICAL CENTER-GLADWIN
231326	CLINTON MEMORIAL HOSPITAL
231327	HAYES GREEN BEACH MEMORIAL HOSPITAL
231328	ALLEGAN GENERAL HOSPITAL
231329	CARO COMMUNITY HOSPITAL
231330	MARLETTE REGIONAL HOSPITAL
231331	IONIA COUNTY MEMORIAL HOSPITAL
231332	BRONSON LAKEVIEW HOSPITAL
231333	ASPIRUS GRAND VIEW HOSPITAL
231334	PROMEDICA HERRICK HOSPITAL
231335	WEST SHORE MEDICAL CENTER
231337	ST FRANCIS HOSPITAL
233300	CHILDREN'S HOSPITAL OF MICHIGAN
240001	NORTH MEMORIAL MEDICAL CENTER
240002	ESSENTIA HEALTH ST MARY'S MEDICAL CENTER
240004	HENNEPIN COUNTY MEDICAL CENTER
240006	OLMSTED MEDICAL CENTER
240010	MAYO CLINIC-ST MARY'S HOSPITAL
240014	NORTHFIELD HOSPITAL
240018	MAYO CLINIC HEALTH SYSTEM IN RED WING
240019	ESSENTIA HEALTH DULUTH
240020	CAMBRIDGE MEDICAL CENTER
240022	SANFORD  WORTHINGTON MEDICAL CENTER
24002F	ST CLOUD VA MEDICAL CENTER
240030	DOUGLAS COUNTY HOSPITAL
240036	ST CLOUD HOSPITAL
240038	UNITED HOSPITAL
24003F	MINNEAPOLIS VA MEDICAL CENTER
240040	UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS
240043	MAYO CLINIC HEALTH SYSTEM - ALBERT LEA
240044	WINONA HEALTH SERVICES
240047	ST LUKES HOSPITAL
240050	FAIRVIEW LAKES MEDICAL CENTER
240052	LAKE REGION HEALTHCARE CORPORATION
240053	PARK NICOLLET METHODIST HOSPITAL
240056	RIDGEVIEW MEDICAL CENTER
240057	ABBOTT NORTHWESTERN HOSPITAL
240059	REGINA MEDICAL CENTER
240061	MAYO CLINIC METHODIST HOSPITAL
240063	ST JOSEPH'S HOSPITAL
240064	GRAND ITASCA CLINIC AND HOSPITAL
240066	LAKEVIEW MEMORIAL HOSPITAL
240069	OWATONNA HOSPITAL
240071	DISTRICT ONE HOSPITAL
240075	ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER
240076	BUFFALO HOSPITAL
240078	FAIRVIEW SOUTHDALE HOSPITAL
240080	UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW
240084	ESSENTIA HEALTH VIRGINIA
240088	RICE MEMORIAL HOSPITAL
240093	MAYO CLINIC HEALTH SYSTEM - MANKATO
240100	SANFORD BEMIDJI MEDICAL CENTER
240101	ESSENTIA HEALTH ST MARYS
240104	ST FRANCIS REGIONAL MEDICAL CENTER
240106	REGIONS HOSPITAL
240115	MERCY HOSPITAL
240117	MAYO CLINIC HEALTH SYSTEM - AUSTIN
240132	UNITY HOSPITAL
240141	FAIRVIEW NORTHLAND REGIONAL HOSPITAL
240166	MAYO CLINIC HEALTH SYSTEM - FAIRMONT
240187	HUTCHINSON HEALTH
240196	PHILLIPS EYE INSTITUTE
240206	RED LAKE HOSPITAL
240207	FAIRVIEW RIDGES HOSPITAL
240210	HEALTHEAST ST JOHN'S HOSPITAL
240213	HEALTHEAST WOODWINDS HOSPITAL
240214	MAPLE GROVE HOSPITAL
241300	MAHNOMEN HEALTH CENTER
241301	LAKEWOOD HEALTH CENTER
241302	SANFORD WESTBROOK MEDICAL CENTER
241303	SANFORD TRACY
241304	SANFORD MEDICAL CENTER WHEATON
241305	RIVERWOOD HEALTHCARE CENTER
241306	RENVILLE COUNTY HOSPITAL AND CLINICS
241308	LAKE VIEW MEMORIAL HOSPITAL
241309	ESSENTIA HEALTH SANDSTONE
241311	SIBLEY MEDICAL CENTER
241312	COOK HOSPITAL
241313	ESSENTIA HEALTH ADA
241314	JOHNSON MEMORIAL HOSPITAL
241315	SANFORD JACKSON MEDICAL CENTER
241316	BIGFORK VALLEY HOSPITAL
241317	COOK COUNTY NORTHSHORE HOSPITAL
241318	ELY BLOOMENSON COMMUNITY HOSPITAL
241319	MURRAY COUNTY MEMORIAL HOSPITAL
241320	RIVERVIEW HOSPITAL
241321	ESSENTIA HEALTH HOLY TRINITY HOSPITAL
241322	RAINY LAKE MEDICAL CENTER
241323	MADELIA COMMUNITY HOSPITAL
241325	CHIPPEWA COUNTY HOSPITAL
241326	CENTRACARE HEALTH SYSTEM - LONG PRAIRIE
241327	SLEEPY EYE MUNICIPAL HOSPITAL
241328	SANFORD BAGLEY MEDICAL CENTER
241329	LAKEWOOD HEALTH SYSTEM
241330	CENTRACARE HEALTH SYSTEM - MELROSE HOSPITAL
241331	ALBANY AREA HOSPITAL
241332	WINDOM AREA HOSPITAL
241333	MAYO CLINIC HEALTH SYSTEM - ST JAMES
241334	RIVER'S EDGE HOSPITAL & CLINIC
241335	ST ELIZABETH MEDICAL CENTER
241336	KITTSON MEMORIAL HOSPITAL
241337	NORTH VALLEY HEALTH CENTER
